Time	V(N001)	V(N002)	V(N003)	I(V1)	I(R1)	I(C1)	I(L1)	
0.3385	3.30656	-0.115903	-0.229019	-0.00342246	0.00342246	0.00342246	0.00342246	
0.339	3.18712	-0.120833	-0.23566	-0.00330795	0.00330795	0.00330795	0.00330795	
0.3395	3.06454	-0.125588	-0.242069	-0.00319012	0.00319012	0.00319012	0.00319012	
0.34	2.93893	-0.130163	-0.248238	-0.00306909	0.00306909	0.00306909	0.00306909	
0.3405	2.81042	-0.134553	-0.254163	-0.00294497	0.00294497	0.00294497	0.00294497	
0.341	2.67913	-0.138754	-0.259837	-0.00281789	0.00281789	0.00281789	0.00281789	
0.3415	2.54521	-0.142763	-0.265254	-0.00268797	0.00268797	0.00268797	0.00268797	
0.342	2.40877	-0.146574	-0.27041	-0.00255534	0.00255534	0.00255534	0.00255534	
0.3425	2.26995	-0.150185	-0.275298	-0.00242014	0.00242014	0.00242014	0.00242014	
0.343	2.1289	-0.153592	-0.279915	-0.00228249	0.00228249	0.00228249	0.00228249	
0.3435	1.98574	-0.156791	-0.284256	-0.00214253	0.00214253	0.00214253	0.00214253	
0.344	1.84062	-0.15978	-0.288316	-0.0020004	0.0020004	0.0020004	0.0020004	
0.3445	1.69369	-0.162555	-0.292091	-0.00185624	0.00185624	0.00185624	0.00185624	
0.345	1.54508	-0.165114	-0.295578	-0.0017102	0.0017102	0.0017102	0.0017102	
0.3455	1.39496	-0.167454	-0.298774	-0.00156241	0.00156241	0.00156241	0.00156241	
0.346	1.24345	-0.169574	-0.301674	-0.00141302	0.00141302	0.00141302	0.00141302	
0.3465	1.09072	-0.17147	-0.304277	-0.00126219	0.00126219	0.00126219	0.00126219	
0.347	0.936907	-0.173141	-0.306579	-0.00111005	0.00111005	0.00111005	0.00111005	
0.3475	0.782172	-0.174586	-0.308579	-0.000956758	0.000956758	0.000956758	0.000956758	
0.348	0.626666	-0.175802	-0.310274	-0.000802468	0.000802468	0.000802468	0.000802468	
0.3485	0.470542	-0.17679	-0.311663	-0.000647331	0.000647331	0.000647331	0.000647331	
0.349	0.313953	-0.177547	-0.312744	-0.0004915	0.0004915	0.0004915	0.0004915	
0.3495	0.157054	-0.178074	-0.313517	-0.000335128	0.000335128	0.000335128	0.000335128	
0.35	-8.45316e-14	-0.17837	-0.31398	-0.00017837	0.00017837	0.00017837	0.00017837	
0.3505	-0.157054	-0.178434	-0.314133	-2.138e-05	2.138e-05	2.138e-05	2.138e-05	
0.351	-0.313953	-0.178266	-0.313976	0.000135686	-0.000135686	-0.000135686	-0.000135686	
0.3515	-0.470542	-0.177867	-0.313509	0.000292674	-0.000292674	-0.000292674	-0.000292674	
0.352	-0.626666	-0.177237	-0.312733	0.000449429	-0.000449429	-0.000449429	-0.000449429	
0.3525	-0.782172	-0.176377	-0.311648	0.000605795	-0.000605795	-0.000605795	-0.000605795	
0.353	-0.936907	-0.175287	-0.310255	0.000761619	-0.000761619	-0.000761619	-0.000761619	
0.3535	-1.09072	-0.173969	-0.308556	0.000916747	-0.000916747	-0.000916747	-0.000916747	
0.354	-1.24345	-0.172424	-0.306553	0.00107103	-0.00107103	-0.00107103	-0.00107103	
0.3545	-1.39496	-0.170654	-0.304247	0.0012243	-0.0012243	-0.0012243	-0.0012243	
0.355	-1.54508	-0.16866	-0.301641	0.00137643	-0.00137643	-0.00137643	-0.00137643	
0.3555	-1.69369	-0.166444	-0.298737	0.00152725	-0.00152725	-0.00152725	-0.00152725	
0.356	-1.84062	-0.164009	-0.295538	0.00167661	-0.00167661	-0.00167661	-0.00167661	
0.3565	-1.98574	-0.161356	-0.292047	0.00182438	-0.00182438	-0.00182438	-0.00182438	
0.357	-2.1289	-0.15849	-0.288268	0.00197041	-0.00197041	-0.00197041	-0.00197041	
0.3575	-2.26995	-0.155412	-0.284205	0.00211454	-0.00211454	-0.00211454	-0.00211454	
0.358	-2.40877	-0.152125	-0.279861	0.00225664	-0.00225664	-0.00225664	-0.00225664	
0.3585	-2.54521	-0.148633	-0.275241	0.00239657	-0.00239657	-0.00239657	-0.00239657	
0.359	-2.67913	-0.144939	-0.270349	0.00253419	-0.00253419	-0.00253419	-0.00253419	
0.3595	-2.81042	-0.141048	-0.26519	0.00266937	-0.00266937	-0.00266937	-0.00266937	
0.36	-2.93893	-0.136962	-0.25977	0.00280196	-0.00280196	-0.00280196	-0.00280196	
0.3605	-3.06454	-0.132686	-0.254093	0.00293185	-0.00293185	-0.00293185	-0.00293185	
0.361	-3.18712	-0.128224	-0.248165	0.0030589	-0.0030589	-0.0030589	-0.0030589	
0.3615	-3.30656	-0.123581	-0.241993	0.00318298	-0.00318298	-0.00318298	-0.00318298	
0.362	-3.42274	-0.118761	-0.235581	0.00330397	-0.00330397	-0.00330397	-0.00330397	
0.3625	-3.53553	-0.113769	-0.228937	0.00342177	-0.00342177	-0.00342177	-0.00342177	
0.363	-3.64484	-0.10861	-0.222067	0.00353623	-0.00353623	-0.00353623	-0.00353623	
0.3635	-3.75056	-0.103288	-0.214977	0.00364727	-0.00364727	-0.00364727	-0.00364727	
0.364	-3.85257	-0.0978105	-0.207676	0.00375476	-0.00375476	-0.00375476	-0.00375476	
0.3645	-3.95078	-0.0921814	-0.200169	0.00385859	-0.00385859	-0.00385859	-0.00385859	
0.365	-4.04508	-0.0864066	-0.192465	0.00395868	-0.00395868	-0.00395868	-0.00395868	
0.3655	-4.1354	-0.0804918	-0.184571	0.00405491	-0.00405491	-0.00405491	-0.00405491	
0.366	-4.22164	-0.0744429	-0.176495	0.0041472	-0.0041472	-0.0041472	-0.0041472	
0.3665	-4.30371	-0.068266	-0.168244	0.00423544	-0.00423544	-0.00423544	-0.00423544	
0.367	-4.38153	-0.0619671	-0.159828	0.00431957	-0.00431957	-0.00431957	-0.00431957	
0.3675	-4.45503	-0.0555524	-0.151253	0.00439948	-0.00439948	-0.00439948	-0.00439948	
0.368	-4.52414	-0.0490284	-0.14253	0.00447511	-0.00447511	-0.00447511	-0.00447511	
0.3685	-4.58877	-0.0424015	-0.133665	0.00454637	-0.00454637	-0.00454637	-0.00454637	
0.369	-4.64888	-0.0356783	-0.124669	0.0046132	-0.0046132	-0.0046132	-0.0046132	
0.3695	-4.7044	-0.0288654	-0.115549	0.00467554	-0.00467554	-0.00467554	-0.00467554	
0.37	-4.75528	-0.0219695	-0.106316	0.00473331	-0.00473331	-0.00473331	-0.00473331	
0.3705	-4.80147	-0.0149976	-0.096977	0.00478647	-0.00478647	-0.00478647	-0.00478647	
0.371	-4.84292	-0.00795649	-0.0875426	0.00483496	-0.00483496	-0.00483496	-0.00483496	
0.3715	-4.87958	-0.000853186	-0.0780218	0.00487873	-0.00487873	-0.00487873	-0.00487873	
0.372	-4.91144	0.00630529	-0.068424	0.00491774	-0.00491774	-0.00491774	-0.00491774	
0.3725	-4.93844	0.0135118	-0.0587586	0.00495195	-0.00495195	-0.00495195	-0.00495195	
0.373	-4.96057	0.0207593	-0.0490351	0.00498133	-0.00498133	-0.00498133	-0.00498133	
0.3735	-4.97781	0.0280406	-0.0392632	0.00500585	-0.00500585	-0.00500585	-0.00500585	
0.374	-4.99013	0.0353483	-0.0294525	0.00502548	-0.00502548	-0.00502548	-0.00502548	
0.3745	-4.99753	0.0426754	-0.0196127	0.00504021	-0.00504021	-0.00504021	-0.00504021	
0.375	-5	0.0500146	-0.00975343	0.00505001	-0.00505001	-0.00505001	-0.00505001	
0.3755	-4.99753	0.0573585	0.000115492	0.00505489	-0.00505489	-0.00505489	-0.00505489	
0.376	-4.99013	0.0646999	0.00998435	0.00505483	-0.00505483	-0.00505483	-0.00505483	
0.3765	-4.97781	0.0720315	0.0198434	0.00504984	-0.00504984	-0.00504984	-0.00504984	
0.377	-4.96057	0.0793462	0.0296829	0.00503992	-0.00503992	-0.00503992	-0.00503992	
0.3775	-4.93844	0.0866365	0.0394932	0.00502508	-0.00502508	-0.00502508	-0.00502508	
0.378	-4.91144	0.0938953	0.0492646	0.00500533	-0.00500533	-0.00500533	-0.00500533	
0.3785	-4.87958	0.101115	0.0589874	0.0049807	-0.0049807	-0.0049807	-0.0049807	
0.379	-4.84292	0.10829	0.0686521	0.00495121	-0.00495121	-0.00495121	-0.00495121	
0.3795	-4.80147	0.115411	0.078249	0.00491688	-0.00491688	-0.00491688	-0.00491688	
0.38	-4.75528	0.122472	0.0877688	0.00487776	-0.00487776	-0.00487776	-0.00487776	
0.3805	-4.7044	0.129467	0.097202	0.00483387	-0.00483387	-0.00483387	-0.00483387	
0.381	-4.64888	0.136387	0.106539	0.00478527	-0.00478527	-0.00478527	-0.00478527	
0.3815	-4.58877	0.143227	0.115772	0.004732	-0.004732	-0.004732	-0.004732	
0.382	-4.52414	0.149979	0.12489	0.00467411	-0.00467411	-0.00467411	-0.00467411	
0.3825	-4.45503	0.156637	0.133885	0.00461167	-0.00461167	-0.00461167	-0.00461167	
0.383	-4.38153	0.163194	0.142747	0.00454473	-0.00454473	-0.00454473	-0.00454473	
0.3835	-4.30371	0.169643	0.151469	0.00447335	-0.00447335	-0.00447335	-0.00447335	
0.384	-4.22164	0.175979	0.160042	0.00439762	-0.00439762	-0.00439762	-0.00439762	
0.3845	-4.1354	0.182195	0.168456	0.0043176	-0.0043176	-0.0043176	-0.0043176	
0.385	-4.04508	0.188285	0.176705	0.00423337	-0.00423337	-0.00423337	-0.00423337	
0.3855	-3.95078	0.194242	0.184779	0.00414502	-0.00414502	-0.00414502	-0.00414502	
0.386	-3.85257	0.200061	0.192671	0.00405263	-0.00405263	-0.00405263	-0.00405263	
0.3865	-3.75056	0.205737	0.200373	0.00395629	-0.00395629	-0.00395629	-0.00395629	
0.387	-3.64484	0.211263	0.207877	0.00385611	-0.00385611	-0.00385611	-0.00385611	
0.3875	-3.53553	0.216634	0.215176	0.00375217	-0.00375217	-0.00375217	-0.00375217	
0.388	-3.42274	0.221844	0.222262	0.00364458	-0.00364458	-0.00364458	-0.00364458	
0.3885	-3.30656	0.226889	0.22913	0.00353345	-0.00353345	-0.00353345	-0.00353345	
0.389	-3.18712	0.231764	0.235771	0.00341888	-0.00341888	-0.00341888	-0.00341888	
0.3895	-3.06454	0.236463	0.24218	0.003301	-0.003301	-0.003301	-0.003301	
0.39	-2.93893	0.240982	0.248349	0.00317991	-0.00317991	-0.00317991	-0.00317991	
0.3905	-2.81042	0.245317	0.254274	0.00305573	-0.00305573	-0.00305573	-0.00305573	
0.391	-2.67913	0.249463	0.259948	0.0029286	-0.0029286	-0.0029286	-0.0029286	
0.3915	-2.54521	0.253416	0.265365	0.00279862	-0.00279862	-0.00279862	-0.00279862	
0.392	-2.40877	0.257172	0.270521	0.00266594	-0.00266594	-0.00266594	-0.00266594	
0.3925	-2.26995	0.260728	0.275409	0.00253068	-0.00253068	-0.00253068	-0.00253068	
0.393	-2.1289	0.264079	0.280026	0.00239298	-0.00239298	-0.00239298	-0.00239298	
0.3935	-1.98574	0.267223	0.284366	0.00225296	-0.00225296	-0.00225296	-0.00225296	
0.394	-1.84062	0.270157	0.288426	0.00211078	-0.00211078	-0.00211078	-0.00211078	
0.3945	-1.69369	0.272877	0.292202	0.00196657	-0.00196657	-0.00196657	-0.00196657	
0.395	-1.54508	0.27538	0.295689	0.00182047	-0.00182047	-0.00182047	-0.00182047	
0.3955	-1.39496	0.277665	0.298884	0.00167262	-0.00167262	-0.00167262	-0.00167262	
0.396	-1.24345	0.279729	0.301784	0.00152318	-0.00152318	-0.00152318	-0.00152318	
0.3965	-1.09072	0.28157	0.304387	0.00137229	-0.00137229	-0.00137229	-0.00137229	
0.397	-0.936907	0.283187	0.306689	0.00122009	-0.00122009	-0.00122009	-0.00122009	
0.3975	-0.782172	0.284576	0.308689	0.00106675	-0.00106675	-0.00106675	-0.00106675	
0.398	-0.626666	0.285738	0.310384	0.000912404	-0.000912404	-0.000912404	-0.000912404	
0.3985	-0.470542	0.28667	0.311773	0.000757212	-0.000757212	-0.000757212	-0.000757212	
0.399	-0.313953	0.287373	0.312854	0.000601326	-0.000601326	-0.000601326	-0.000601326	
0.3995	-0.157054	0.287845	0.313626	0.000444899	-0.000444899	-0.000444899	-0.000444899	
0.4	8.39193e-14	0.288085	0.314089	0.000288085	-0.000288085	-0.000288085	-0.000288085	
0.4005	0.157054	0.288094	0.314243	0.000131041	-0.000131041	-0.000131041	-0.000131041	
0.401	0.313953	0.287872	0.314086	-2.60806e-05	2.60806e-05	2.60806e-05	2.60806e-05	
0.4015	0.470542	0.287418	0.313619	-0.000183123	0.000183123	0.000183123	0.000183123	
0.402	0.626666	0.286733	0.312842	-0.000339933	0.000339933	0.000339933	0.000339933	
0.4025	0.782172	0.285818	0.311757	-0.000496354	0.000496354	0.000496354	0.000496354	
0.403	0.936907	0.284674	0.310365	-0.000652233	0.000652233	0.000652233	0.000652233	
0.4035	1.09072	0.283301	0.308666	-0.000807415	0.000807415	0.000807415	0.000807415	
0.404	1.24345	0.281701	0.306662	-0.000961748	0.000961748	0.000961748	0.000961748	
0.4045	1.39496	0.279876	0.304356	-0.00111508	0.00111508	0.00111508	0.00111508	
0.405	1.54508	0.277827	0.30175	-0.00126726	0.00126726	0.00126726	0.00126726	
0.4055	1.69369	0.275557	0.298846	-0.00141813	0.00141813	0.00141813	0.00141813	
0.406	1.84062	0.273067	0.295647	-0.00156756	0.00156756	0.00156756	0.00156756	
0.4065	1.98574	0.27036	0.292156	-0.00171538	0.00171538	0.00171538	0.00171538	
0.407	2.1289	0.267439	0.288378	-0.00186146	0.00186146	0.00186146	0.00186146	
0.4075	2.26995	0.264306	0.284314	-0.00200565	0.00200565	0.00200565	0.00200565	
0.408	2.40877	0.260965	0.27997	-0.0021478	0.0021478	0.0021478	0.0021478	
0.4085	2.54521	0.257419	0.27535	-0.00228779	0.00228779	0.00228779	0.00228779	
0.409	2.67913	0.253671	0.270458	-0.00242546	0.00242546	0.00242546	0.00242546	
0.4095	2.81042	0.249725	0.265299	-0.00256069	0.00256069	0.00256069	0.00256069	
0.41	2.93893	0.245585	0.259879	-0.00269334	0.00269334	0.00269334	0.00269334	
0.4105	3.06454	0.241254	0.254202	-0.00282328	0.00282328	0.00282328	0.00282328	
0.411	3.18712	0.236738	0.248274	-0.00295038	0.00295038	0.00295038	0.00295038	
0.4115	3.30656	0.232041	0.242101	-0.00307452	0.00307452	0.00307452	0.00307452	
0.412	3.42274	0.227166	0.23569	-0.00319557	0.00319557	0.00319557	0.00319557	
0.4125	3.53553	0.22212	0.229045	-0.00331341	0.00331341	0.00331341	0.00331341	
0.413	3.64484	0.216906	0.222175	-0.00342794	0.00342794	0.00342794	0.00342794	
0.4135	3.75056	0.211531	0.215086	-0.00353902	0.00353902	0.00353902	0.00353902	
0.414	3.85257	0.205999	0.207784	-0.00364657	0.00364657	0.00364657	0.00364657	
0.4145	3.95078	0.200316	0.200278	-0.00375046	0.00375046	0.00375046	0.00375046	
0.415	4.04508	0.194487	0.192574	-0.0038506	0.0038506	0.0038506	0.0038506	
0.4155	4.1354	0.188518	0.184679	-0.00394689	0.00394689	0.00394689	0.00394689	
0.416	4.22164	0.182415	0.176603	-0.00403922	0.00403922	0.00403922	0.00403922	
0.4165	4.30371	0.176184	0.168352	-0.00412753	0.00412753	0.00412753	0.00412753	
0.417	4.38153	0.169831	0.159936	-0.0042117	0.0042117	0.0042117	0.0042117	
0.4175	4.45503	0.163362	0.151361	-0.00429167	0.00429167	0.00429167	0.00429167	
0.418	4.52414	0.156784	0.142637	-0.00436735	0.00436735	0.00436735	0.00436735	
0.4185	4.58877	0.150104	0.133773	-0.00443867	0.00443867	0.00443867	0.00443867	
0.419	4.64888	0.143326	0.124776	-0.00450556	0.00450556	0.00450556	0.00450556	
0.4195	4.7044	0.13646	0.115657	-0.00456794	0.00456794	0.00456794	0.00456794	
0.42	4.75528	0.12951	0.106423	-0.00462577	0.00462577	0.00462577	0.00462577	
0.4205	4.80147	0.122484	0.0970846	-0.00467898	0.00467898	0.00467898	0.00467898	
0.421	4.84292	0.115389	0.0876502	-0.00472753	0.00472753	0.00472753	0.00472753	
0.4215	4.87958	0.108232	0.0781293	-0.00477135	0.00477135	0.00477135	0.00477135	
0.422	4.91144	0.10102	0.0685314	-0.00481042	0.00481042	0.00481042	0.00481042	
0.4225	4.93844	0.0937597	0.058866	-0.00484468	0.00484468	0.00484468	0.00484468	
0.423	4.96057	0.0864585	0.0491424	-0.00487411	0.00487411	0.00487411	0.00487411	
0.4235	4.97781	0.0791236	0.0393705	-0.00489869	0.00489869	0.00489869	0.00489869	
0.424	4.99013	0.0717622	0.0295597	-0.00491837	0.00491837	0.00491837	0.00491837	
0.4245	4.99753	0.0643815	0.0197198	-0.00493315	0.00493315	0.00493315	0.00493315	
0.425	5	0.0569888	0.00986054	-0.00494301	0.00494301	0.00494301	0.00494301	
0.4255	4.99753	0.0495913	-8.43455e-06	-0.00494794	0.00494794	0.00494794	0.00494794	
0.426	4.99013	0.0421964	-0.00987735	-0.00494794	0.00494794	0.00494794	0.00494794	
0.4265	4.97781	0.0348112	-0.0197365	-0.004943	0.004943	0.004943	0.004943	
0.427	4.96057	0.0274432	-0.029576	-0.00493313	0.00493313	0.00493313	0.00493313	
0.4275	4.93844	0.0200994	-0.0393864	-0.00491834	0.00491834	0.00491834	0.00491834	
0.428	4.91144	0.0127871	-0.0491578	-0.00489865	0.00489865	0.00489865	0.00489865	
0.4285	4.87958	0.00551359	-0.0588807	-0.00487407	0.00487407	0.00487407	0.00487407	
0.429	4.84292	-0.00171407	-0.0685454	-0.00484463	0.00484463	0.00484463	0.00484463	
0.4295	4.80147	-0.00888876	-0.0781424	-0.00481036	0.00481036	0.00481036	0.00481036	
0.43	4.75528	-0.0160034	-0.0876622	-0.00477129	0.00477129	0.00477129	0.00477129	
0.4305	4.7044	-0.023051	-0.0970955	-0.00472745	0.00472745	0.00472745	0.00472745	
0.431	4.64888	-0.0300247	-0.106433	-0.00467891	0.00467891	0.00467891	0.00467891	
0.4315	4.58877	-0.0369176	-0.115665	-0.00462569	0.00462569	0.00462569	0.00462569	
0.432	4.52414	-0.0437228	-0.124783	-0.00456786	0.00456786	0.00456786	0.00456786	
0.4325	4.45503	-0.0504338	-0.133778	-0.00450547	0.00450547	0.00450547	0.00450547	
0.433	4.38153	-0.0570439	-0.142641	-0.00443858	0.00443858	0.00443858	0.00443858	
0.4335	4.30371	-0.0635467	-0.151363	-0.00436726	0.00436726	0.00436726	0.00436726	
0.434	4.22164	-0.0699356	-0.159936	-0.00429158	0.00429158	0.00429158	0.00429158	
0.4345	4.1354	-0.0762045	-0.16835	-0.00421161	0.00421161	0.00421161	0.00421161	
0.435	4.04508	-0.0823473	-0.176599	-0.00412743	0.00412743	0.00412743	0.00412743	
0.4355	3.95078	-0.0883577	-0.184673	-0.00403913	0.00403913	0.00403913	0.00403913	
0.436	3.85257	-0.09423	-0.192565	-0.0039468	0.0039468	0.0039468	0.0039468	
0.4365	3.75056	-0.0999584	-0.200267	-0.00385051	0.00385051	0.00385051	0.00385051	
0.437	3.64484	-0.105537	-0.207771	-0.00375038	0.00375038	0.00375038	0.00375038	
0.4375	3.53553	-0.110961	-0.21507	-0.00364649	0.00364649	0.00364649	0.00364649	
0.438	3.42274	-0.116225	-0.222157	-0.00353896	0.00353896	0.00353896	0.00353896	
0.4385	3.30656	-0.121322	-0.229024	-0.00342788	0.00342788	0.00342788	0.00342788	
0.439	3.18712	-0.12625	-0.235665	-0.00331337	0.00331337	0.00331337	0.00331337	
0.4395	3.06454	-0.131002	-0.242074	-0.00319554	0.00319554	0.00319554	0.00319554	
0.44	2.93893	-0.135574	-0.248244	-0.0030745	0.0030745	0.0030745	0.0030745	
0.4405	2.81042	-0.139961	-0.254169	-0.00295038	0.00295038	0.00295038	0.00295038	
0.441	2.67913	-0.14416	-0.259842	-0.00282329	0.00282329	0.00282329	0.00282329	
0.4415	2.54521	-0.148166	-0.26526	-0.00269337	0.00269337	0.00269337	0.00269337	
0.442	2.40877	-0.151975	-0.270415	-0.00256074	0.00256074	0.00256074	0.00256074	
0.4425	2.26995	-0.155583	-0.275304	-0.00242554	0.00242554	0.00242554	0.00242554	
0.443	2.1289	-0.158987	-0.279921	-0.00228788	0.00228788	0.00228788	0.00228788	
0.4435	1.98574	-0.162184	-0.284261	-0.00214792	0.00214792	0.00214792	0.00214792	
0.444	1.84062	-0.16517	-0.288321	-0.00200579	0.00200579	0.00200579	0.00200579	
0.4445	1.69369	-0.167942	-0.292097	-0.00186163	0.00186163	0.00186163	0.00186163	
0.445	1.54508	-0.170498	-0.295584	-0.00171558	0.00171558	0.00171558	0.00171558	
0.4455	1.39496	-0.172836	-0.298779	-0.00156779	0.00156779	0.00156779	0.00156779	
0.446	1.24345	-0.174952	-0.30168	-0.0014184	0.0014184	0.0014184	0.0014184	
0.4465	1.09072	-0.176846	-0.304282	-0.00126756	0.00126756	0.00126756	0.00126756	
0.447	0.936907	-0.178514	-0.306585	-0.00111542	0.00111542	0.00111542	0.00111542	
0.4475	0.782172	-0.179956	-0.308584	-0.000962129	0.000962129	0.000962129	0.000962129	
0.448	0.626666	-0.18117	-0.310279	-0.000807837	0.000807837	0.000807837	0.000807837	
0.4485	0.470542	-0.182155	-0.311668	-0.000652697	0.000652697	0.000652697	0.000652697	
0.449	0.313953	-0.18291	-0.312749	-0.000496863	0.000496863	0.000496863	0.000496863	
0.4495	0.157054	-0.183434	-0.313522	-0.000340488	0.000340488	0.000340488	0.000340488	
0.45	-1.0107e-13	-0.183727	-0.313985	-0.000183727	0.000183727	0.000183727	0.000183727	
0.4505	-0.157054	-0.183788	-0.314138	-2.67347e-05	2.67347e-05	2.67347e-05	2.67347e-05	
0.451	-0.313953	-0.183618	-0.313981	0.000130334	-0.000130334	-0.000130334	-0.000130334	
0.4515	-0.470542	-0.183217	-0.313514	0.000287325	-0.000287325	-0.000287325	-0.000287325	
0.452	-0.626666	-0.182584	-0.312738	0.000444082	-0.000444082	-0.000444082	-0.000444082	
0.4525	-0.782172	-0.181721	-0.311653	0.000600451	-0.000600451	-0.000600451	-0.000600451	
0.453	-0.936907	-0.180629	-0.310261	0.000756278	-0.000756278	-0.000756278	-0.000756278	
0.4535	-1.09072	-0.179308	-0.308562	0.000911408	-0.000911408	-0.000911408	-0.000911408	
0.454	-1.24345	-0.17776	-0.306558	0.00106569	-0.00106569	-0.00106569	-0.00106569	
0.4545	-1.39496	-0.175987	-0.304252	0.00121897	-0.00121897	-0.00121897	-0.00121897	
0.455	-1.54508	-0.17399	-0.301646	0.00137109	-0.00137109	-0.00137109	-0.00137109	
0.4555	-1.69369	-0.171772	-0.298742	0.00152192	-0.00152192	-0.00152192	-0.00152192	
0.456	-1.84062	-0.169334	-0.295543	0.00167129	-0.00167129	-0.00167129	-0.00167129	
0.4565	-1.98574	-0.166679	-0.292053	0.00181906	-0.00181906	-0.00181906	-0.00181906	
0.457	-2.1289	-0.16381	-0.288274	0.00196509	-0.00196509	-0.00196509	-0.00196509	
0.4575	-2.26995	-0.160729	-0.28421	0.00210922	-0.00210922	-0.00210922	-0.00210922	
0.458	-2.40877	-0.15744	-0.279866	0.00225133	-0.00225133	-0.00225133	-0.00225133	
0.4585	-2.54521	-0.153945	-0.275246	0.00239126	-0.00239126	-0.00239126	-0.00239126	
0.459	-2.67913	-0.150249	-0.270354	0.00252889	-0.00252889	-0.00252889	-0.00252889	
0.4595	-2.81042	-0.146354	-0.265196	0.00266406	-0.00266406	-0.00266406	-0.00266406	
0.46	-2.93893	-0.142266	-0.259775	0.00279666	-0.00279666	-0.00279666	-0.00279666	
0.4605	-3.06454	-0.137987	-0.254098	0.00292655	-0.00292655	-0.00292655	-0.00292655	
0.461	-3.18712	-0.133523	-0.248171	0.0030536	-0.0030536	-0.0030536	-0.0030536	
0.4615	-3.30656	-0.128877	-0.241998	0.00317768	-0.00317768	-0.00317768	-0.00317768	
0.462	-3.42274	-0.124054	-0.235586	0.00329868	-0.00329868	-0.00329868	-0.00329868	
0.4625	-3.53553	-0.11906	-0.228942	0.00341647	-0.00341647	-0.00341647	-0.00341647	
0.463	-3.64484	-0.113898	-0.222072	0.00353095	-0.00353095	-0.00353095	-0.00353095	
0.4635	-3.75056	-0.108574	-0.214983	0.00364198	-0.00364198	-0.00364198	-0.00364198	
0.464	-3.85257	-0.103093	-0.207681	0.00374947	-0.00374947	-0.00374947	-0.00374947	
0.4645	-3.95078	-0.0974616	-0.200175	0.00385331	-0.00385331	-0.00385331	-0.00385331	
0.465	-4.04508	-0.0916841	-0.192471	0.0039534	-0.0039534	-0.0039534	-0.0039534	
0.4655	-4.1354	-0.0857667	-0.184577	0.00404964	-0.00404964	-0.00404964	-0.00404964	
0.466	-4.22164	-0.0797152	-0.1765	0.00414192	-0.00414192	-0.00414192	-0.00414192	
0.4665	-4.30371	-0.0735356	-0.16825	0.00423017	-0.00423017	-0.00423017	-0.00423017	
0.467	-4.38153	-0.0672341	-0.159833	0.0043143	-0.0043143	-0.0043143	-0.0043143	
0.4675	-4.45503	-0.0608168	-0.151259	0.00439422	-0.00439422	-0.00439422	-0.00439422	
0.468	-4.52414	-0.0542902	-0.142535	0.00446985	-0.00446985	-0.00446985	-0.00446985	
0.4685	-4.58877	-0.0476606	-0.13367	0.00454111	-0.00454111	-0.00454111	-0.00454111	
0.469	-4.64888	-0.0409347	-0.124674	0.00460795	-0.00460795	-0.00460795	-0.00460795	
0.4695	-4.7044	-0.0341192	-0.115554	0.00467028	-0.00467028	-0.00467028	-0.00467028	
0.47	-4.75528	-0.0272207	-0.106321	0.00472806	-0.00472806	-0.00472806	-0.00472806	
0.4705	-4.80147	-0.0202462	-0.0969822	0.00478122	-0.00478122	-0.00478122	-0.00478122	
0.471	-4.84292	-0.0132025	-0.0875479	0.00482971	-0.00482971	-0.00482971	-0.00482971	
0.4715	-4.87958	-0.00609652	-0.0780271	0.00487349	-0.00487349	-0.00487349	-0.00487349	
0.472	-4.91144	0.00106458	-0.0684292	0.0049125	-0.0049125	-0.0049125	-0.0049125	
0.4725	-4.93844	0.00827375	-0.0587638	0.00494672	-0.00494672	-0.00494672	-0.00494672	
0.473	-4.96057	0.0155239	-0.0490404	0.0049761	-0.0049761	-0.0049761	-0.0049761	
0.4735	-4.97781	0.0228077	-0.0392684	0.00500062	-0.00500062	-0.00500062	-0.00500062	
0.474	-4.99013	0.0301181	-0.0294577	0.00502025	-0.00502025	-0.00502025	-0.00502025	
0.4745	-4.99753	0.0374478	-0.0196179	0.00503498	-0.00503498	-0.00503498	-0.00503498	
0.475	-5	0.0447896	-0.00975866	0.00504479	-0.00504479	-0.00504479	-0.00504479	
0.4755	-4.99753	0.0521361	0.000110264	0.00504967	-0.00504967	-0.00504967	-0.00504967	
0.476	-4.99013	0.0594801	0.00997913	0.00504961	-0.00504961	-0.00504961	-0.00504961	
0.4765	-4.97781	0.0668144	0.0198382	0.00504462	-0.00504462	-0.00504462	-0.00504462	
0.477	-4.96057	0.0741316	0.0296777	0.00503471	-0.00503471	-0.00503471	-0.00503471	
0.4775	-4.93844	0.0814246	0.039488	0.00501987	-0.00501987	-0.00501987	-0.00501987	
0.478	-4.91144	0.088686	0.0492594	0.00500012	-0.00500012	-0.00500012	-0.00500012	
0.4785	-4.87958	0.0959087	0.0589822	0.00497549	-0.00497549	-0.00497549	-0.00497549	
0.479	-4.84292	0.103086	0.0686469	0.004946	-0.004946	-0.004946	-0.004946	
0.4795	-4.80147	0.11021	0.0782438	0.00491168	-0.00491168	-0.00491168	-0.00491168	
0.48	-4.75528	0.117274	0.0877636	0.00487256	-0.00487256	-0.00487256	-0.00487256	
0.4805	-4.7044	0.12427	0.0971968	0.00482867	-0.00482867	-0.00482867	-0.00482867	
