Time	V(N001)	V(N002)	V(N003)	I(V1)	I(R1)	I(C1)	I(L1)	
1.603	0.936907	0.247386	0.310327	-0.00068952	0.00068952	0.00068952	0.00068952	
1.6035	1.09072	0.246032	0.308629	-0.000844684	0.000844684	0.000844684	0.000844684	
1.604	1.24345	0.244451	0.306625	-0.000998998	0.000998998	0.000998998	0.000998998	
1.6045	1.39496	0.242645	0.304319	-0.00115231	0.00115231	0.00115231	0.00115231	
1.605	1.54508	0.240614	0.301713	-0.00130447	0.00130447	0.00130447	0.00130447	
1.6055	1.69369	0.238363	0.298809	-0.00145533	0.00145533	0.00145533	0.00145533	
1.606	1.84062	0.235891	0.29561	-0.00160473	0.00160473	0.00160473	0.00160473	
1.6065	1.98574	0.233203	0.292119	-0.00175254	0.00175254	0.00175254	0.00175254	
1.607	2.1289	0.2303	0.28834	-0.0018986	0.0018986	0.0018986	0.0018986	
1.6075	2.26995	0.227186	0.284277	-0.00204277	0.00204277	0.00204277	0.00204277	
1.608	2.40877	0.223864	0.279933	-0.0021849	0.0021849	0.0021849	0.0021849	
1.6085	2.54521	0.220336	0.275313	-0.00232487	0.00232487	0.00232487	0.00232487	
1.609	2.67913	0.216607	0.270421	-0.00246253	0.00246253	0.00246253	0.00246253	
1.6095	2.81042	0.212679	0.265262	-0.00259774	0.00259774	0.00259774	0.00259774	
1.61	2.93893	0.208557	0.259842	-0.00273037	0.00273037	0.00273037	0.00273037	
1.6105	3.06454	0.204246	0.254165	-0.00286029	0.00286029	0.00286029	0.00286029	
1.611	3.18712	0.199748	0.248237	-0.00298737	0.00298737	0.00298737	0.00298737	
1.6115	3.30656	0.195069	0.242064	-0.00311149	0.00311149	0.00311149	0.00311149	
1.612	3.42274	0.190213	0.235653	-0.00323252	0.00323252	0.00323252	0.00323252	
1.6125	3.53553	0.185185	0.229008	-0.00335035	0.00335035	0.00335035	0.00335035	
1.613	3.64484	0.17999	0.222138	-0.00346485	0.00346485	0.00346485	0.00346485	
1.6135	3.75056	0.174633	0.215049	-0.00357592	0.00357592	0.00357592	0.00357592	
1.614	3.85257	0.16912	0.207747	-0.00368345	0.00368345	0.00368345	0.00368345	
1.6145	3.95078	0.163455	0.200241	-0.00378732	0.00378732	0.00378732	0.00378732	
1.615	4.04508	0.157644	0.192537	-0.00388744	0.00388744	0.00388744	0.00388744	
1.6155	4.1354	0.151694	0.184643	-0.00398371	0.00398371	0.00398371	0.00398371	
1.616	4.22164	0.14561	0.176566	-0.00407603	0.00407603	0.00407603	0.00407603	
1.6165	4.30371	0.139397	0.168316	-0.00416431	0.00416431	0.00416431	0.00416431	
1.617	4.38153	0.133062	0.159899	-0.00424847	0.00424847	0.00424847	0.00424847	
1.6175	4.45503	0.126612	0.151324	-0.00432842	0.00432842	0.00432842	0.00432842	
1.618	4.52414	0.120053	0.142601	-0.00440408	0.00440408	0.00440408	0.00440408	
1.6185	4.58877	0.11339	0.133736	-0.00447538	0.00447538	0.00447538	0.00447538	
1.619	4.64888	0.106631	0.12474	-0.00454225	0.00454225	0.00454225	0.00454225	
1.6195	4.7044	0.099783	0.11562	-0.00460462	0.00460462	0.00460462	0.00460462	
1.62	4.75528	0.0928516	0.106386	-0.00466243	0.00466243	0.00466243	0.00466243	
1.6205	4.80147	0.0858442	0.0970479	-0.00471562	0.00471562	0.00471562	0.00471562	
1.621	4.84292	0.0787677	0.0876135	-0.00476415	0.00476415	0.00476415	0.00476415	
1.6215	4.87958	0.0716289	0.0780927	-0.00480795	0.00480795	0.00480795	0.00480795	
1.622	4.91144	0.064435	0.0684948	-0.004847	0.004847	0.004847	0.004847	
1.6225	4.93844	0.0571931	0.0588294	-0.00488125	0.00488125	0.00488125	0.00488125	
1.623	4.96057	0.0499102	0.0491059	-0.00491066	0.00491066	0.00491066	0.00491066	
1.6235	4.97781	0.0425936	0.0393339	-0.00493522	0.00493522	0.00493522	0.00493522	
1.624	4.99013	0.0352505	0.0295232	-0.00495488	0.00495488	0.00495488	0.00495488	
1.6245	4.99753	0.027888	0.0196833	-0.00496964	0.00496964	0.00496964	0.00496964	
1.625	5	0.0205136	0.00982403	-0.00497949	0.00497949	0.00497949	0.00497949	
1.6255	4.99753	0.0131344	-4.49281e-05	-0.0049844	0.0049844	0.0049844	0.0049844	
1.626	4.99013	0.00575767	-0.00991382	-0.00498438	0.00498438	0.00498438	0.00498438	
1.6265	4.97781	-0.00160924	-0.0197729	-0.00497942	0.00497942	0.00497942	0.00497942	
1.627	4.96057	-0.0089591	-0.0296125	-0.00496953	0.00496953	0.00496953	0.00496953	
1.6275	4.93844	-0.0162847	-0.0394228	-0.00495473	0.00495473	0.00495473	0.00495473	
1.628	4.91144	-0.0235787	-0.0491942	-0.00493501	0.00493501	0.00493501	0.00493501	
1.6285	4.87958	-0.030834	-0.0589171	-0.00491042	0.00491042	0.00491042	0.00491042	
1.629	4.84292	-0.0380435	-0.0685817	-0.00488096	0.00488096	0.00488096	0.00488096	
1.6295	4.80147	-0.0452	-0.0781787	-0.00484667	0.00484667	0.00484667	0.00484667	
1.63	4.75528	-0.0522965	-0.0876985	-0.00480758	0.00480758	0.00480758	0.00480758	
1.6305	4.7044	-0.059326	-0.0971318	-0.00476373	0.00476373	0.00476373	0.00476373	
1.631	4.64888	-0.0662815	-0.106469	-0.00471516	0.00471516	0.00471516	0.00471516	
1.6315	4.58877	-0.0731562	-0.115701	-0.00466193	0.00466193	0.00466193	0.00466193	
1.632	4.52414	-0.0799433	-0.12482	-0.00460408	0.00460408	0.00460408	0.00460408	
1.6325	4.45503	-0.0866362	-0.133814	-0.00454167	0.00454167	0.00454167	0.00454167	
1.633	4.38153	-0.0932282	-0.142677	-0.00447476	0.00447476	0.00447476	0.00447476	
1.6335	4.30371	-0.0997128	-0.151399	-0.00440342	0.00440342	0.00440342	0.00440342	
1.634	4.22164	-0.106084	-0.159972	-0.00432772	0.00432772	0.00432772	0.00432772	
1.6345	4.1354	-0.112334	-0.168387	-0.00424774	0.00424774	0.00424774	0.00424774	
1.635	4.04508	-0.118459	-0.176635	-0.00416354	0.00416354	0.00416354	0.00416354	
1.6355	3.95078	-0.124451	-0.184709	-0.00407523	0.00407523	0.00407523	0.00407523	
1.636	3.85257	-0.130306	-0.192601	-0.00398287	0.00398287	0.00398287	0.00398287	
1.6365	3.75056	-0.136016	-0.200303	-0.00388657	0.00388657	0.00388657	0.00388657	
1.637	3.64484	-0.141577	-0.207807	-0.00378642	0.00378642	0.00378642	0.00378642	
1.6375	3.53553	-0.146983	-0.215106	-0.00368252	0.00368252	0.00368252	0.00368252	
1.638	3.42274	-0.152228	-0.222193	-0.00357496	0.00357496	0.00357496	0.00357496	
1.6385	3.30656	-0.157308	-0.22906	-0.00346387	0.00346387	0.00346387	0.00346387	
1.639	3.18712	-0.162217	-0.235701	-0.00334934	0.00334934	0.00334934	0.00334934	
1.6395	3.06454	-0.166951	-0.24211	-0.00323149	0.00323149	0.00323149	0.00323149	
1.64	2.93893	-0.171505	-0.24828	-0.00311043	0.00311043	0.00311043	0.00311043	
1.6405	2.81042	-0.175875	-0.254204	-0.00298629	0.00298629	0.00298629	0.00298629	
1.641	2.67913	-0.180056	-0.259878	-0.00285919	0.00285919	0.00285919	0.00285919	
1.6415	2.54521	-0.184043	-0.265296	-0.00272925	0.00272925	0.00272925	0.00272925	
1.642	2.40877	-0.187834	-0.270451	-0.0025966	0.0025966	0.0025966	0.0025966	
1.6425	2.26995	-0.191425	-0.27534	-0.00246138	0.00246138	0.00246138	0.00246138	
1.643	2.1289	-0.194811	-0.279957	-0.00232371	0.00232371	0.00232371	0.00232371	
1.6435	1.98574	-0.197989	-0.284297	-0.00218373	0.00218373	0.00218373	0.00218373	
1.644	1.84062	-0.200957	-0.288357	-0.00204158	0.00204158	0.00204158	0.00204158	
1.6445	1.69369	-0.203712	-0.292133	-0.0018974	0.0018974	0.0018974	0.0018974	
1.645	1.54508	-0.20625	-0.29562	-0.00175134	0.00175134	0.00175134	0.00175134	
1.6455	1.39496	-0.20857	-0.298815	-0.00160353	0.00160353	0.00160353	0.00160353	
1.646	1.24345	-0.210669	-0.301715	-0.00145412	0.00145412	0.00145412	0.00145412	
1.6465	1.09072	-0.212544	-0.304318	-0.00130326	0.00130326	0.00130326	0.00130326	
1.647	0.936907	-0.214195	-0.30662	-0.0011511	0.0011511	0.0011511	0.0011511	
1.6475	0.782172	-0.215619	-0.30862	-0.000997791	0.000997791	0.000997791	0.000997791	
1.648	0.626666	-0.216815	-0.310315	-0.000843481	0.000843481	0.000843481	0.000843481	
1.6485	0.470542	-0.217782	-0.311704	-0.000688324	0.000688324	0.000688324	0.000688324	
1.649	0.313953	-0.218519	-0.312785	-0.000532472	0.000532472	0.000532472	0.000532472	
1.6495	0.157054	-0.219026	-0.313558	-0.00037608	0.00037608	0.00037608	0.00037608	
1.65	3.96507e-11	-0.219301	-0.314021	-0.000219301	0.000219301	0.000219301	0.000219301	
1.6505	-0.157054	-0.219344	-0.314174	-6.22904e-05	6.22904e-05	6.22904e-05	6.22904e-05	
1.651	-0.313953	-0.219156	-0.314017	9.47964e-05	-9.47964e-05	-9.47964e-05	-9.47964e-05	
1.6515	-0.470542	-0.218737	-0.31355	0.000251805	-0.000251805	-0.000251805	-0.000251805	
1.652	-0.626666	-0.218086	-0.312774	0.00040858	-0.00040858	-0.00040858	-0.00040858	
1.6525	-0.782172	-0.217206	-0.311689	0.000564967	-0.000564967	-0.000564967	-0.000564967	
1.653	-0.936907	-0.216096	-0.310296	0.000720811	-0.000720811	-0.000720811	-0.000720811	
1.6535	-1.09072	-0.214757	-0.308597	0.000875959	-0.000875959	-0.000875959	-0.000875959	
1.654	-1.24345	-0.213192	-0.306594	0.00103026	-0.00103026	-0.00103026	-0.00103026	
1.6545	-1.39496	-0.211401	-0.304288	0.00118355	-0.00118355	-0.00118355	-0.00118355	
1.655	-1.54508	-0.209386	-0.301682	0.0013357	-0.0013357	-0.0013357	-0.0013357	
1.6555	-1.69369	-0.20715	-0.298778	0.00148654	-0.00148654	-0.00148654	-0.00148654	
1.656	-1.84062	-0.204695	-0.295579	0.00163593	-0.00163593	-0.00163593	-0.00163593	
1.6565	-1.98574	-0.202022	-0.292088	0.00178372	-0.00178372	-0.00178372	-0.00178372	
1.657	-2.1289	-0.199135	-0.288309	0.00192976	-0.00192976	-0.00192976	-0.00192976	
1.6575	-2.26995	-0.196036	-0.284246	0.00207392	-0.00207392	-0.00207392	-0.00207392	
1.658	-2.40877	-0.192729	-0.279902	0.00221604	-0.00221604	-0.00221604	-0.00221604	
1.6585	-2.54521	-0.189217	-0.275282	0.00235599	-0.00235599	-0.00235599	-0.00235599	
1.659	-2.67913	-0.185503	-0.27039	0.00249363	-0.00249363	-0.00249363	-0.00249363	
1.6595	-2.81042	-0.181591	-0.265231	0.00262883	-0.00262883	-0.00262883	-0.00262883	
1.66	-2.93893	-0.177485	-0.25981	0.00276144	-0.00276144	-0.00276144	-0.00276144	
1.6605	-3.06454	-0.173189	-0.254134	0.00289135	-0.00289135	-0.00289135	-0.00289135	
1.661	-3.18712	-0.168707	-0.248206	0.00301841	-0.00301841	-0.00301841	-0.00301841	
1.6615	-3.30656	-0.164043	-0.242033	0.00314252	-0.00314252	-0.00314252	-0.00314252	
1.662	-3.42274	-0.159203	-0.235621	0.00326353	-0.00326353	-0.00326353	-0.00326353	
1.6625	-3.53553	-0.154191	-0.228977	0.00338134	-0.00338134	-0.00338134	-0.00338134	
1.663	-3.64484	-0.149011	-0.222107	0.00349583	-0.00349583	-0.00349583	-0.00349583	
1.6635	-3.75056	-0.14367	-0.215018	0.00360689	-0.00360689	-0.00360689	-0.00360689	
1.664	-3.85257	-0.138172	-0.207716	0.00371439	-0.00371439	-0.00371439	-0.00371439	
1.6645	-3.95078	-0.132522	-0.20021	0.00381825	-0.00381825	-0.00381825	-0.00381825	
1.665	-4.04508	-0.126727	-0.192506	0.00391836	-0.00391836	-0.00391836	-0.00391836	
1.6655	-4.1354	-0.120792	-0.184612	0.00401461	-0.00401461	-0.00401461	-0.00401461	
1.666	-4.22164	-0.114723	-0.176535	0.00410692	-0.00410692	-0.00410692	-0.00410692	
1.6665	-4.30371	-0.108526	-0.168285	0.00419518	-0.00419518	-0.00419518	-0.00419518	
1.667	-4.38153	-0.102207	-0.159868	0.00427933	-0.00427933	-0.00427933	-0.00427933	
1.6675	-4.45503	-0.0957725	-0.151294	0.00435926	-0.00435926	-0.00435926	-0.00435926	
1.668	-4.52414	-0.0892283	-0.14257	0.00443491	-0.00443491	-0.00443491	-0.00443491	
1.6685	-4.58877	-0.0825813	-0.133705	0.00450619	-0.00450619	-0.00450619	-0.00450619	
1.669	-4.64888	-0.0758379	-0.124709	0.00457304	-0.00457304	-0.00457304	-0.00457304	
1.6695	-4.7044	-0.0690049	-0.115589	0.0046354	-0.0046354	-0.0046354	-0.0046354	
1.67	-4.75528	-0.062089	-0.106356	0.00469319	-0.00469319	-0.00469319	-0.00469319	
1.6705	-4.80147	-0.055097	-0.0970171	0.00474637	-0.00474637	-0.00474637	-0.00474637	
1.671	-4.84292	-0.0480358	-0.0875827	0.00479488	-0.00479488	-0.00479488	-0.00479488	
1.6715	-4.87958	-0.0409125	-0.0780619	0.00483867	-0.00483867	-0.00483867	-0.00483867	
1.672	-4.91144	-0.0337339	-0.0684641	0.0048777	-0.0048777	-0.0048777	-0.0048777	
1.6725	-4.93844	-0.0265073	-0.0587986	0.00491193	-0.00491193	-0.00491193	-0.00491193	
1.673	-4.96057	-0.0192398	-0.0490752	0.00494133	-0.00494133	-0.00494133	-0.00494133	
1.6735	-4.97781	-0.0119386	-0.0393032	0.00496587	-0.00496587	-0.00496587	-0.00496587	
1.674	-4.99013	-0.00461077	-0.0294925	0.00498552	-0.00498552	-0.00498552	-0.00498552	
1.6745	-4.99753	0.00273632	-0.0196526	0.00500027	-0.00500027	-0.00500027	-0.00500027	
1.675	-5	0.0100954	-0.00979339	0.0050101	-0.0050101	-0.0050101	-0.0050101	
1.6755	-4.99753	0.0174593	7.55524e-05	0.00501499	-0.00501499	-0.00501499	-0.00501499	
1.676	-4.99013	0.0248207	0.00994443	0.00501495	-0.00501495	-0.00501495	-0.00501495	
1.6765	-4.97781	0.0321723	0.0198035	0.00500998	-0.00500998	-0.00500998	-0.00500998	
1.677	-4.96057	0.0395069	0.0296431	0.00500008	-0.00500008	-0.00500008	-0.00500008	
1.6775	-4.93844	0.0468172	0.0394534	0.00498526	-0.00498526	-0.00498526	-0.00498526	
1.678	-4.91144	0.0540959	0.0492248	0.00496553	-0.00496553	-0.00496553	-0.00496553	
1.6785	-4.87958	0.061336	0.0589476	0.00494092	-0.00494092	-0.00494092	-0.00494092	
1.679	-4.84292	0.0685302	0.0686123	0.00491145	-0.00491145	-0.00491145	-0.00491145	
1.6795	-4.80147	0.0756714	0.0782092	0.00487714	-0.00487714	-0.00487714	-0.00487714	
1.68	-4.75528	0.0827527	0.087729	0.00483804	-0.00483804	-0.00483804	-0.00483804	
1.6805	-4.7044	0.0897669	0.0971623	0.00479417	-0.00479417	-0.00479417	-0.00479417	
1.681	-4.64888	0.0967072	0.1065	0.00474559	-0.00474559	-0.00474559	-0.00474559	
1.6815	-4.58877	0.103567	0.115732	0.00469234	-0.00469234	-0.00469234	-0.00469234	
1.682	-4.52414	0.110339	0.12485	0.00463447	-0.00463447	-0.00463447	-0.00463447	
1.6825	-4.45503	0.117016	0.133845	0.00457205	-0.00457205	-0.00457205	-0.00457205	
1.683	-4.38153	0.123593	0.142708	0.00450513	-0.00450513	-0.00450513	-0.00450513	
1.6835	-4.30371	0.130062	0.15143	0.00443377	-0.00443377	-0.00443377	-0.00443377	
1.684	-4.22164	0.136418	0.160002	0.00435806	-0.00435806	-0.00435806	-0.00435806	
1.6845	-4.1354	0.142654	0.168417	0.00427806	-0.00427806	-0.00427806	-0.00427806	
1.685	-4.04508	0.148763	0.176665	0.00419385	-0.00419385	-0.00419385	-0.00419385	
1.6855	-3.95078	0.15474	0.18474	0.00410552	-0.00410552	-0.00410552	-0.00410552	
1.686	-3.85257	0.160579	0.192631	0.00401315	-0.00401315	-0.00401315	-0.00401315	
1.6865	-3.75056	0.166275	0.200333	0.00391683	-0.00391683	-0.00391683	-0.00391683	
1.687	-3.64484	0.17182	0.207837	0.00381666	-0.00381666	-0.00381666	-0.00381666	
1.6875	-3.53553	0.177211	0.215136	0.00371274	-0.00371274	-0.00371274	-0.00371274	
1.688	-3.42274	0.182441	0.222223	0.00360518	-0.00360518	-0.00360518	-0.00360518	
1.6885	-3.30656	0.187506	0.22909	0.00349407	-0.00349407	-0.00349407	-0.00349407	
1.689	-3.18712	0.1924	0.235732	0.00337952	-0.00337952	-0.00337952	-0.00337952	
1.6895	-3.06454	0.197119	0.24214	0.00326165	-0.00326165	-0.00326165	-0.00326165	
1.69	-2.93893	0.201658	0.24831	0.00314058	-0.00314058	-0.00314058	-0.00314058	
1.6905	-2.81042	0.206013	0.254235	0.00301643	-0.00301643	-0.00301643	-0.00301643	
1.691	-2.67913	0.210178	0.259908	0.00288931	-0.00288931	-0.00288931	-0.00288931	
1.6915	-2.54521	0.214151	0.265326	0.00275936	-0.00275936	-0.00275936	-0.00275936	
1.692	-2.40877	0.217927	0.270481	0.0026267	-0.0026267	-0.0026267	-0.0026267	
1.6925	-2.26995	0.221502	0.27537	0.00249145	-0.00249145	-0.00249145	-0.00249145	
1.693	-2.1289	0.224873	0.279987	0.00235377	-0.00235377	-0.00235377	-0.00235377	
1.6935	-1.98574	0.228037	0.284327	0.00221378	-0.00221378	-0.00221378	-0.00221378	
1.694	-1.84062	0.23099	0.288387	0.00207161	-0.00207161	-0.00207161	-0.00207161	
1.6945	-1.69369	0.233729	0.292163	0.00192742	-0.00192742	-0.00192742	-0.00192742	
1.695	-1.54508	0.236253	0.29565	0.00178134	-0.00178134	-0.00178134	-0.00178134	
1.6955	-1.39496	0.238557	0.298845	0.00163351	-0.00163351	-0.00163351	-0.00163351	
1.696	-1.24345	0.240641	0.301745	0.00148409	-0.00148409	-0.00148409	-0.00148409	
1.6965	-1.09072	0.242501	0.304348	0.00133322	-0.00133322	-0.00133322	-0.00133322	
1.697	-0.936907	0.244137	0.30665	0.00118104	-0.00118104	-0.00118104	-0.00118104	
1.6975	-0.782172	0.245546	0.30865	0.00102772	-0.00102772	-0.00102772	-0.00102772	
1.698	-0.626666	0.246727	0.310345	0.000873394	-0.000873394	-0.000873394	-0.000873394	
1.6985	-0.470542	0.24768	0.311734	0.000718221	-0.000718221	-0.000718221	-0.000718221	
1.699	-0.313953	0.248402	0.312815	0.000562354	-0.000562354	-0.000562354	-0.000562354	
1.6995	-0.157054	0.248893	0.313587	0.000405947	-0.000405947	-0.000405947	-0.000405947	
1.7	-4.14099e-11	0.249153	0.314051	0.000249153	-0.000249153	-0.000249153	-0.000249153	
1.7005	0.157054	0.249182	0.314204	9.21278e-05	-9.21278e-05	-9.21278e-05	-9.21278e-05	
1.701	0.313953	0.248979	0.314047	-6.4974e-05	6.4974e-05	6.4974e-05	6.4974e-05	
1.7015	0.470542	0.248544	0.31358	-0.000221997	0.000221997	0.000221997	0.000221997	
1.702	0.626666	0.247879	0.312804	-0.000378787	0.000378787	0.000378787	0.000378787	
1.7025	0.782172	0.246983	0.311719	-0.000535189	0.000535189	0.000535189	0.000535189	
1.703	0.936907	0.245858	0.310326	-0.000691048	0.000691048	0.000691048	0.000691048	
1.7035	1.09072	0.244505	0.308627	-0.000846211	0.000846211	0.000846211	0.000846211	
1.704	1.24345	0.242925	0.306624	-0.00100052	0.00100052	0.00100052	0.00100052	
1.7045	1.39496	0.241119	0.304318	-0.00115384	0.00115384	0.00115384	0.00115384	
1.705	1.54508	0.23909	0.301711	-0.001306	0.001306	0.001306	0.001306	
1.7055	1.69369	0.236839	0.298807	-0.00145685	0.00145685	0.00145685	0.00145685	
1.706	1.84062	0.234368	0.295608	-0.00160625	0.00160625	0.00160625	0.00160625	
1.7065	1.98574	0.231681	0.292118	-0.00175406	0.00175406	0.00175406	0.00175406	
1.707	2.1289	0.228779	0.288339	-0.00190012	0.00190012	0.00190012	0.00190012	
1.7075	2.26995	0.225665	0.284275	-0.00204429	0.00204429	0.00204429	0.00204429	
1.708	2.40877	0.222343	0.279931	-0.00218642	0.00218642	0.00218642	0.00218642	
1.7085	2.54521	0.218816	0.275311	-0.00232639	0.00232639	0.00232639	0.00232639	
1.709	2.67913	0.215088	0.270419	-0.00246405	0.00246405	0.00246405	0.00246405	
1.7095	2.81042	0.211161	0.265261	-0.00259926	0.00259926	0.00259926	0.00259926	
1.71	2.93893	0.20704	0.25984	-0.00273189	0.00273189	0.00273189	0.00273189	
1.7105	3.06454	0.202729	0.254163	-0.00286181	0.00286181	0.00286181	0.00286181	
1.711	3.18712	0.198232	0.248235	-0.00298889	0.00298889	0.00298889	0.00298889	
1.7115	3.30656	0.193554	0.242063	-0.00311301	0.00311301	0.00311301	0.00311301	
1.712	3.42274	0.188699	0.235651	-0.00323404	0.00323404	0.00323404	0.00323404	
1.7125	3.53553	0.183672	0.229007	-0.00335186	0.00335186	0.00335186	0.00335186	
1.713	3.64484	0.178478	0.222137	-0.00346637	0.00346637	0.00346637	0.00346637	
1.7135	3.75056	0.173121	0.215047	-0.00357743	0.00357743	0.00357743	0.00357743	
1.714	3.85257	0.167609	0.207746	-0.00368496	0.00368496	0.00368496	0.00368496	
1.7145	3.95078	0.161944	0.200239	-0.00378883	0.00378883	0.00378883	0.00378883	
1.715	4.04508	0.156135	0.192535	-0.00388895	0.00388895	0.00388895	0.00388895	
1.7155	4.1354	0.150185	0.184641	-0.00398522	0.00398522	0.00398522	0.00398522	
1.716	4.22164	0.144101	0.176565	-0.00407754	0.00407754	0.00407754	0.00407754	
1.7165	4.30371	0.13789	0.168314	-0.00416582	0.00416582	0.00416582	0.00416582	
1.717	4.38153	0.131556	0.159897	-0.00424998	0.00424998	0.00424998	0.00424998	
1.7175	4.45503	0.125106	0.151323	-0.00432993	0.00432993	0.00432993	0.00432993	
1.718	4.52414	0.118547	0.142599	-0.00440559	0.00440559	0.00440559	0.00440559	
1.7185	4.58877	0.111886	0.133735	-0.00447689	0.00447689	0.00447689	0.00447689	
1.719	4.64888	0.105128	0.124738	-0.00454375	0.00454375	0.00454375	0.00454375	
1.7195	4.7044	0.0982801	0.115619	-0.00460612	0.00460612	0.00460612	0.00460612	
1.72	4.75528	0.0913495	0.106385	-0.00466393	0.00466393	0.00466393	0.00466393	
1.7205	4.80147	0.0843428	0.0970464	-0.00471713	0.00471713	0.00471713	0.00471713	
1.721	4.84292	0.077267	0.087612	-0.00476565	0.00476565	0.00476565	0.00476565	
1.7215	4.87958	0.070129	0.0780912	-0.00480945	0.00480945	0.00480945	0.00480945	
1.722	4.91144	0.0629359	0.0684933	-0.0048485	0.0048485	0.0048485	0.0048485	
1.7225	4.93844	0.0556947	0.0588279	-0.00488275	0.00488275	0.00488275	0.00488275	
1.723	4.96057	0.0484126	0.0491044	-0.00491216	0.00491216	0.00491216	0.00491216	
1.7235	4.97781	0.0410967	0.0393324	-0.00493671	0.00493671	0.00493671	0.00493671	
1.724	4.99013	0.0337543	0.0295217	-0.00495638	0.00495638	0.00495638	0.00495638	
1.7245	4.99753	0.0263926	0.0196818	-0.00497114	0.00497114	0.00497114	0.00497114	
1.725	5	0.0190189	0.00982253	-0.00498098	0.00498098	0.00498098	0.00498098	
1.7255	4.99753	0.0116405	-4.64234e-05	-0.00498589	0.00498589	0.00498589	0.00498589	
1.726	4.99013	0.00426452	-0.00991532	-0.00498587	0.00498587	0.00498587	0.00498587	
1.7265	4.97781	-0.00310164	-0.0197744	-0.00498091	0.00498091	0.00498091	0.00498091	
1.727	4.96057	-0.0104507	-0.029614	-0.00497102	0.00497102	0.00497102	0.00497102	
1.7275	4.93844	-0.0177756	-0.0394243	-0.00495622	0.00495622	0.00495622	0.00495622	
1.728	4.91144	-0.0250689	-0.0491957	-0.00493651	0.00493651	0.00493651	0.00493651	
1.7285	4.87958	-0.0323234	-0.0589186	-0.00491191	0.00491191	0.00491191	0.00491191	
1.729	4.84292	-0.0395322	-0.0685832	-0.00488245	0.00488245	0.00488245	0.00488245	
1.7295	4.80147	-0.0466879	-0.0781802	-0.00484816	0.00484816	0.00484816	0.00484816	
1.73	4.75528	-0.0537837	-0.0877	-0.00480907	0.00480907	0.00480907	0.00480907	
1.7305	4.7044	-0.0608124	-0.0971333	-0.00476522	0.00476522	0.00476522	0.00476522	
1.731	4.64888	-0.0677672	-0.106471	-0.00471665	0.00471665	0.00471665	0.00471665	
1.7315	4.58877	-0.0746411	-0.115703	-0.00466341	0.00466341	0.00466341	0.00466341	
1.732	4.52414	-0.0814275	-0.124821	-0.00460556	0.00460556	0.00460556	0.00460556	
1.7325	4.45503	-0.0881196	-0.133816	-0.00454315	0.00454315	0.00454315	0.00454315	
1.733	4.38153	-0.0947109	-0.142679	-0.00447624	0.00447624	0.00447624	0.00447624	
1.7335	4.30371	-0.101195	-0.151401	-0.0044049	0.0044049	0.0044049	0.0044049	
1.734	4.22164	-0.107565	-0.159973	-0.0043292	0.0043292	0.0043292	0.0043292	
1.7345	4.1354	-0.113815	-0.168388	-0.00424922	0.00424922	0.00424922	0.00424922	
1.735	4.04508	-0.119939	-0.176637	-0.00416502	0.00416502	0.00416502	0.00416502	
1.7355	3.95078	-0.12593	-0.184711	-0.00407671	0.00407671	0.00407671	0.00407671	
1.736	3.85257	-0.131784	-0.192603	-0.00398435	0.00398435	0.00398435	0.00398435	
1.7365	3.75056	-0.137494	-0.200304	-0.00388805	0.00388805	0.00388805	0.00388805	
1.737	3.64484	-0.143054	-0.207808	-0.0037879	0.0037879	0.0037879	0.0037879	
1.7375	3.53553	-0.148459	-0.215107	-0.00368399	0.00368399	0.00368399	0.00368399	
1.738	3.42274	-0.153703	-0.222194	-0.00357644	0.00357644	0.00357644	0.00357644	
1.7385	3.30656	-0.158783	-0.229061	-0.00346534	0.00346534	0.00346534	0.00346534	
1.739	3.18712	-0.163691	-0.235703	-0.00335081	0.00335081	0.00335081	0.00335081	
1.7395	3.06454	-0.168424	-0.242111	-0.00323296	0.00323296	0.00323296	0.00323296	
1.74	2.93893	-0.172978	-0.248281	-0.0031119	0.0031119	0.0031119	0.0031119	
1.7405	2.81042	-0.177347	-0.254206	-0.00298776	0.00298776	0.00298776	0.00298776	
1.741	2.67913	-0.181526	-0.25988	-0.00286066	0.00286066	0.00286066	0.00286066	
1.7415	2.54521	-0.185513	-0.265297	-0.00273072	0.00273072	0.00273072	0.00273072	
1.742	2.40877	-0.189304	-0.270453	-0.00259807	0.00259807	0.00259807	0.00259807	
1.7425	2.26995	-0.192893	-0.275341	-0.00246285	0.00246285	0.00246285	0.00246285	
1.743	2.1289	-0.196279	-0.279958	-0.00232518	0.00232518	0.00232518	0.00232518	
1.7435	1.98574	-0.199457	-0.284299	-0.0021852	0.0021852	0.0021852	0.0021852	
1.744	1.84062	-0.202424	-0.288359	-0.00204305	0.00204305	0.00204305	0.00204305	
1.7445	1.69369	-0.205178	-0.292134	-0.00189887	0.00189887	0.00189887	0.00189887	
1.745	1.54508	-0.207715	-0.295621	-0.0017528	0.0017528	0.0017528	0.0017528	
1.7455	1.39496	-0.210034	-0.298816	-0.00160499	0.00160499	0.00160499	0.00160499	
1.746	1.24345	-0.212132	-0.301717	-0.00145558	0.00145558	0.00145558	0.00145558	
1.7465	1.09072	-0.214007	-0.304319	-0.00130472	0.00130472	0.00130472	0.00130472	
1.747	0.936907	-0.215657	-0.306622	-0.00115256	0.00115256	0.00115256	0.00115256	
1.7475	0.782172	-0.21708	-0.308621	-0.000999253	0.000999253	0.000999253	0.000999253	
