Time	V(N001)	V(N002)	I(V1)	I(R1)	I(C1)	
0.384	-4.22164	0.0125993	0.00423424	0.00423424	0.00423424	
0.385	-4.04508	0.00836504	0.00405345	0.00405345	0.00405345	
0.386	-3.85257	0.00431159	0.00385688	0.00385688	0.00385688	
0.387	-3.64484	0.000454716	0.0036453	0.0036453	0.0036453	
0.388	-3.42274	-0.00319058	0.00341954	0.00341954	0.00341954	
0.389	-3.18712	-0.00661013	0.00318051	0.00318051	0.00318051	
0.39	-2.93893	-0.00979064	0.00292914	0.00292914	0.00292914	
0.391	-2.67913	-0.0127198	0.00266641	0.00266641	0.00266641	
0.392	-2.40877	-0.0153862	0.00239338	0.00239338	0.00239338	
0.393	-2.1289	-0.0177796	0.00211112	0.00211112	0.00211112	
0.394	-1.84062	-0.0198907	0.00182073	0.00182073	0.00182073	
0.395	-1.54508	-0.0217114	0.00152337	0.00152337	0.00152337	
0.396	-1.24345	-0.0232348	0.00122021	0.00122021	0.00122021	
0.397	-0.936907	-0.024455	0.000912452	0.000912452	0.000912452	
0.398	-0.626666	-0.0253675	0.000601299	0.000601299	0.000601299	
0.399	-0.313953	-0.0259688	0.000287984	0.000287984	0.000287984	
0.4	8.39193e-14	-0.0262567	-2.62567e-05	-2.62567e-05	-2.62567e-05	
0.401	0.313953	-0.0262305	-0.000340183	-0.000340183	-0.000340183	
0.402	0.626666	-0.0258903	-0.000652556	-0.000652556	-0.000652556	
0.403	0.936907	-0.0252377	-0.000962144	-0.000962144	-0.000962144	
0.404	1.24345	-0.0242756	-0.00126773	-0.00126773	-0.00126773	
0.405	1.54508	-0.0230079	-0.00156809	-0.00156809	-0.00156809	
0.406	1.84062	-0.0214398	-0.00186206	-0.00186206	-0.00186206	
0.407	2.1289	-0.0195777	-0.00214847	-0.00214847	-0.00214847	
0.408	2.40877	-0.0174292	-0.0024262	-0.0024262	-0.0024262	
0.409	2.67913	-0.015003	-0.00269414	-0.00269414	-0.00269414	
0.41	2.93893	-0.0123089	-0.00295124	-0.00295124	-0.00295124	
0.411	3.18712	-0.00935768	-0.00319648	-0.00319648	-0.00319648	
0.412	3.42274	-0.0061612	-0.0034289	-0.0034289	-0.0034289	
0.413	3.64484	-0.0027323	-0.00364758	-0.00364758	-0.00364758	
0.414	3.85257	0.000915275	-0.00385165	-0.00385165	-0.00385165	
0.415	4.04508	0.00476693	-0.00404032	-0.00404032	-0.00404032	
0.416	4.22164	0.00880724	-0.00421283	-0.00421283	-0.00421283	
0.417	4.38153	0.0130201	-0.00436851	-0.00436851	-0.00436851	
0.418	4.52414	0.0173886	-0.00450675	-0.00450675	-0.00450675	
0.419	4.64888	0.0218953	-0.00462699	-0.00462699	-0.00462699	
0.42	4.75528	0.0265223	-0.00472876	-0.00472876	-0.00472876	
0.421	4.84292	0.0312511	-0.00481166	-0.00481166	-0.00481166	
0.422	4.91144	0.0360627	-0.00487537	-0.00487537	-0.00487537	
0.423	4.96057	0.0409381	-0.00491964	-0.00491964	-0.00491964	
0.424	4.99013	0.0458578	-0.00494428	-0.00494428	-0.00494428	
0.425	5	0.050802	-0.0049492	-0.0049492	-0.0049492	
0.426	4.99013	0.0557512	-0.00493438	-0.00493438	-0.00493438	
0.427	4.96057	0.0606856	-0.00489989	-0.00489989	-0.00489989	
0.428	4.91144	0.0655855	-0.00484585	-0.00484585	-0.00484585	
0.429	4.84292	0.0704314	-0.00477248	-0.00477248	-0.00477248	
0.43	4.75528	0.0752038	-0.00468008	-0.00468008	-0.00468008	
0.431	4.64888	0.0798839	-0.004569	-0.004569	-0.004569	
0.432	4.52414	0.0844529	-0.00443968	-0.00443968	-0.00443968	
0.433	4.38153	0.0888926	-0.00429264	-0.00429264	-0.00429264	
0.434	4.22164	0.0931852	-0.00412845	-0.00412845	-0.00412845	
0.435	4.04508	0.0973137	-0.00394777	-0.00394777	-0.00394777	
0.436	3.85257	0.101261	-0.0037513	-0.0037513	-0.0037513	
0.437	3.64484	0.105013	-0.00353983	-0.00353983	-0.00353983	
0.438	3.42274	0.108553	-0.00331418	-0.00331418	-0.00331418	
0.439	3.18712	0.111867	-0.00307525	-0.00307525	-0.00307525	
0.44	2.93893	0.114942	-0.00282398	-0.00282398	-0.00282398	
0.441	2.67913	0.117766	-0.00256137	-0.00256137	-0.00256137	
0.442	2.40877	0.120327	-0.00228844	-0.00228844	-0.00228844	
0.443	2.1289	0.122616	-0.00200628	-0.00200628	-0.00200628	
0.444	1.84062	0.124622	-0.001716	-0.001716	-0.001716	
0.445	1.54508	0.126338	-0.00141875	-0.00141875	-0.00141875	
0.446	1.24345	0.127757	-0.00111569	-0.00111569	-0.00111569	
0.447	0.936907	0.128873	-0.000808034	-0.000808034	-0.000808034	
0.448	0.626666	0.129681	-0.000496986	-0.000496986	-0.000496986	
0.449	0.313953	0.130178	-0.000183775	-0.000183775	-0.000183775	
0.45	-1.0107e-13	0.130361	0.000130361	0.000130361	0.000130361	
0.451	-0.313953	0.130231	0.000444184	0.000444184	0.000444184	
0.452	-0.626666	0.129787	0.000756453	0.000756453	0.000756453	
0.453	-0.936907	0.12903	0.00106594	0.00106594	0.00106594	
0.454	-1.24345	0.127964	0.00137141	0.00137141	0.00137141	
0.455	-1.54508	0.126593	0.00167168	0.00167168	0.00167168	
0.456	-1.84062	0.124921	0.00196554	0.00196554	0.00196554	
0.457	-2.1289	0.122956	0.00225185	0.00225185	0.00225185	
0.458	-2.40877	0.120704	0.00252947	0.00252947	0.00252947	
0.459	-2.67913	0.118174	0.00279731	0.00279731	0.00279731	
0.46	-2.93893	0.115377	0.0030543	0.0030543	0.0030543	
0.461	-3.18712	0.112323	0.00329944	0.00329944	0.00329944	
0.462	-3.42274	0.109023	0.00353176	0.00353176	0.00353176	
0.463	-3.64484	0.105492	0.00375033	0.00375033	0.00375033	
0.464	-3.85257	0.101741	0.00395431	0.00395431	0.00395431	
0.465	-4.04508	0.097787	0.00414287	0.00414287	0.00414287	
0.466	-4.22164	0.0936441	0.00431528	0.00431528	0.00431528	
0.467	-4.38153	0.0893288	0.00447086	0.00447086	0.00447086	
0.468	-4.52414	0.084858	0.00460899	0.00460899	0.00460899	
0.469	-4.64888	0.080249	0.00472913	0.00472913	0.00472913	
0.47	-4.75528	0.0755198	0.0048308	0.0048308	0.0048308	
0.471	-4.84292	0.070689	0.0049136	0.0049136	0.0049136	
0.472	-4.91144	0.0657754	0.00497721	0.00497721	0.00497721	
0.473	-4.96057	0.0607982	0.00502137	0.00502137	0.00502137	
0.474	-4.99013	0.0557769	0.00504591	0.00504591	0.00504591	
0.475	-5	0.0507309	0.00505073	0.00505073	0.00505073	
0.476	-4.99013	0.0456802	0.00503581	0.00503581	0.00503581	
0.477	-4.96057	0.0406444	0.00500122	0.00500122	0.00500122	
0.478	-4.91144	0.0356432	0.00494708	0.00494708	0.00494708	
0.479	-4.84292	0.0306961	0.00487361	0.00487361	0.00487361	
0.48	-4.75528	0.0258225	0.00478111	0.00478111	0.00478111	
0.481	-4.64888	0.0210414	0.00466992	0.00466992	0.00466992	
0.482	-4.52414	0.0163715	0.00454051	0.00454051	0.00454051	
0.483	-4.38153	0.011831	0.00439336	0.00439336	0.00439336	
0.484	-4.22164	0.00743759	0.00422908	0.00422908	0.00422908	
0.485	-4.04508	0.00320852	0.00404829	0.00404829	0.00404829	
0.486	-3.85257	-0.000839777	0.00385173	0.00385173	0.00385173	
0.487	-3.64484	-0.0046915	0.00364015	0.00364015	0.00364015	
0.488	-3.42274	-0.00833166	0.0034144	0.0034144	0.0034144	
0.489	-3.18712	-0.0117461	0.00317537	0.00317537	0.00317537	
0.49	-2.93893	-0.0149214	0.002924	0.002924	0.002924	
0.491	-2.67913	-0.0178454	0.00266129	0.00266129	0.00266129	
0.492	-2.40877	-0.0205067	0.00238826	0.00238826	0.00238826	
0.493	-2.1289	-0.022895	0.002106	0.002106	0.002106	
0.494	-1.84062	-0.025001	0.00181562	0.00181562	0.00181562	
0.495	-1.54508	-0.0268166	0.00151827	0.00151827	0.00151827	
0.496	-1.24345	-0.0283349	0.00121511	0.00121511	0.00121511	
0.497	-0.936907	-0.02955	0.000907357	0.000907357	0.000907357	
0.498	-0.626666	-0.0304574	0.000596209	0.000596209	0.000596209	
0.499	-0.313953	-0.0310536	0.000282899	0.000282899	0.000282899	
0.5	1.00458e-13	-0.0313365	-3.13365e-05	-3.13365e-05	-3.13365e-05	
0.501	0.313953	-0.0313051	-0.000345258	-0.000345258	-0.000345258	
0.502	0.626666	-0.0309599	-0.000657626	-0.000657626	-0.000657626	
0.503	0.936907	-0.0303022	-0.000967209	-0.000967209	-0.000967209	
0.504	1.24345	-0.029335	-0.00127278	-0.00127278	-0.00127278	
0.505	1.54508	-0.0280622	-0.00157315	-0.00157315	-0.00157315	
0.506	1.84062	-0.0264891	-0.00186711	-0.00186711	-0.00186711	
0.507	2.1289	-0.024622	-0.00215352	-0.00215352	-0.00215352	
0.508	2.40877	-0.0224685	-0.00243124	-0.00243124	-0.00243124	
0.509	2.67913	-0.0200372	-0.00269917	-0.00269917	-0.00269917	
0.51	2.93893	-0.0173381	-0.00295626	-0.00295626	-0.00295626	
0.511	3.18712	-0.0143818	-0.0032015	-0.0032015	-0.0032015	
0.512	3.42274	-0.0111803	-0.00343392	-0.00343392	-0.00343392	
0.513	3.64484	-0.00774638	-0.00365259	-0.00365259	-0.00365259	
0.514	3.85257	-0.00409379	-0.00385666	-0.00385666	-0.00385666	
0.515	4.04508	-0.000237128	-0.00404532	-0.00404532	-0.00404532	
0.516	4.22164	0.00380819	-0.00421783	-0.00421783	-0.00421783	
0.517	4.38153	0.00802603	-0.00437351	-0.00437351	-0.00437351	
0.518	4.52414	0.0123995	-0.00451174	-0.00451174	-0.00451174	
0.519	4.64888	0.0169113	-0.00463197	-0.00463197	-0.00463197	
0.52	4.75528	0.0215432	-0.00473374	-0.00473374	-0.00473374	
0.521	4.84292	0.026277	-0.00481664	-0.00481664	-0.00481664	
0.522	4.91144	0.0310936	-0.00488034	-0.00488034	-0.00488034	
0.523	4.96057	0.035974	-0.0049246	-0.0049246	-0.0049246	
0.524	4.99013	0.0408986	-0.00494924	-0.00494924	-0.00494924	
0.525	5	0.0458478	-0.00495415	-0.00495415	-0.00495415	
0.526	4.99013	0.0508019	-0.00493933	-0.00493933	-0.00493933	
0.527	4.96057	0.0557413	-0.00490483	-0.00490483	-0.00490483	
0.528	4.91144	0.0606461	-0.00485079	-0.00485079	-0.00485079	
0.529	4.84292	0.0654969	-0.00477742	-0.00477742	-0.00477742	
0.53	4.75528	0.0702743	-0.00468501	-0.00468501	-0.00468501	
0.531	4.64888	0.0749593	-0.00457392	-0.00457392	-0.00457392	
0.532	4.52414	0.0795333	-0.0044446	-0.0044446	-0.0044446	
0.533	4.38153	0.0839779	-0.00429756	-0.00429756	-0.00429756	
0.534	4.22164	0.0882754	-0.00413336	-0.00413336	-0.00413336	
0.535	4.04508	0.0924088	-0.00395268	-0.00395268	-0.00395268	
0.536	3.85257	0.0963614	-0.0037562	-0.0037562	-0.0037562	
0.537	3.64484	0.100118	-0.00354473	-0.00354473	-0.00354473	
0.538	3.42274	0.103662	-0.00331907	-0.00331907	-0.00331907	
0.539	3.18712	0.106981	-0.00308014	-0.00308014	-0.00308014	
0.54	2.93893	0.110062	-0.00282886	-0.00282886	-0.00282886	
0.541	2.67913	0.11289	-0.00256624	-0.00256624	-0.00256624	
0.542	2.40877	0.115457	-0.00229331	-0.00229331	-0.00229331	
0.543	2.1289	0.11775	-0.00201115	-0.00201115	-0.00201115	
0.544	1.84062	0.119761	-0.00172086	-0.00172086	-0.00172086	
0.545	1.54508	0.121482	-0.0014236	-0.0014236	-0.0014236	
0.546	1.24345	0.122906	-0.00112054	-0.00112054	-0.00112054	
0.547	0.936907	0.124026	-0.00081288	-0.00081288	-0.00081288	
0.548	0.626666	0.124839	-0.000501827	-0.000501827	-0.000501827	
0.549	0.313953	0.125341	-0.000188612	-0.000188612	-0.000188612	
0.55	-1.17609e-13	0.125529	0.000125529	0.000125529	0.000125529	
0.551	-0.313953	0.125404	0.000439357	0.000439357	0.000439357	
0.552	-0.626666	0.124965	0.000751631	0.000751631	0.000751631	
0.553	-0.936907	0.124213	0.00106112	0.00106112	0.00106112	
0.554	-1.24345	0.123152	0.0013666	0.0013666	0.0013666	
0.555	-1.54508	0.121785	0.00166687	0.00166687	0.00166687	
0.556	-1.84062	0.120118	0.00196074	0.00196074	0.00196074	
0.557	-2.1289	0.118158	0.00224705	0.00224705	0.00224705	
0.558	-2.40877	0.115911	0.00252468	0.00252468	0.00252468	
0.559	-2.67913	0.113386	0.00279252	0.00279252	0.00279252	
0.56	-2.93893	0.110593	0.00304952	0.00304952	0.00304952	
0.561	-3.18712	0.107544	0.00329466	0.00329466	0.00329466	
0.562	-3.42274	0.104249	0.00352698	0.00352698	0.00352698	
0.563	-3.64484	0.100722	0.00374557	0.00374557	0.00374557	
0.564	-3.85257	0.0969766	0.00394954	0.00394954	0.00394954	
0.565	-4.04508	0.0930271	0.00413811	0.00413811	0.00413811	
0.566	-4.22164	0.088889	0.00431053	0.00431053	0.00431053	
0.567	-4.38153	0.0845785	0.00446611	0.00446611	0.00446611	
0.568	-4.52414	0.0801124	0.00460425	0.00460425	0.00460425	
0.569	-4.64888	0.0755081	0.00472439	0.00472439	0.00472439	
0.57	-4.75528	0.0707837	0.00482607	0.00482607	0.00482607	
0.571	-4.84292	0.0659576	0.00490887	0.00490887	0.00490887	
0.572	-4.91144	0.0610488	0.00497249	0.00497249	0.00497249	
0.573	-4.96057	0.0560763	0.00501665	0.00501665	0.00501665	
0.574	-4.99013	0.0510596	0.00504119	0.00504119	0.00504119	
0.575	-5	0.0460184	0.00504602	0.00504602	0.00504602	
0.576	-4.99013	0.0409724	0.00503111	0.00503111	0.00503111	
0.577	-4.96057	0.0359413	0.00499651	0.00499651	0.00499651	
0.578	-4.91144	0.0309448	0.00494238	0.00494238	0.00494238	
0.579	-4.84292	0.0260024	0.00486892	0.00486892	0.00486892	
0.58	-4.75528	0.0211335	0.00477642	0.00477642	0.00477642	
0.581	-4.64888	0.0163571	0.00466524	0.00466524	0.00466524	
0.582	-4.52414	0.0116919	0.00453583	0.00453583	0.00453583	
0.583	-4.38153	0.00715603	0.00438869	0.00438869	0.00438869	
0.584	-4.22164	0.00276734	0.00422441	0.00422441	0.00422441	
0.585	-4.04508	-0.00145707	0.00404363	0.00404363	0.00404363	
0.586	-3.85257	-0.0055007	0.00384707	0.00384707	0.00384707	
0.587	-3.64484	-0.00934776	0.0036355	0.0036355	0.0036355	
0.588	-3.42274	-0.0129833	0.00340975	0.00340975	0.00340975	
0.589	-3.18712	-0.016393	0.00317073	0.00317073	0.00317073	
0.59	-2.93893	-0.0195637	0.00291936	0.00291936	0.00291936	
0.591	-2.67913	-0.0224831	0.00265665	0.00265665	0.00265665	
0.592	-2.40877	-0.0251398	0.00238363	0.00238363	0.00238363	
0.593	-2.1289	-0.0275234	0.00210137	0.00210137	0.00210137	
0.594	-1.84062	-0.0296248	0.001811	0.001811	0.001811	
0.595	-1.54508	-0.0314358	0.00151365	0.00151365	0.00151365	
0.596	-1.24345	-0.0329494	0.0012105	0.0012105	0.0012105	
0.597	-0.936907	-0.0341599	0.000902747	0.000902747	0.000902747	
0.598	-0.626666	-0.0350626	0.000591604	0.000591604	0.000591604	
0.599	-0.313953	-0.0356543	0.000278298	0.000278298	0.000278298	
0.6	1.34761e-13	-0.0359325	-3.59325e-05	-3.59325e-05	-3.59325e-05	
0.601	0.313953	-0.0358966	-0.000349849	-0.000349849	-0.000349849	
0.602	0.626666	-0.0355468	-0.000662213	-0.000662213	-0.000662213	
0.603	0.936907	-0.0348846	-0.000971791	-0.000971791	-0.000971791	
0.604	1.24345	-0.0339128	-0.00127736	-0.00127736	-0.00127736	
0.605	1.54508	-0.0326354	-0.00157772	-0.00157772	-0.00157772	
0.606	1.84062	-0.0310577	-0.00187168	-0.00187168	-0.00187168	
0.607	2.1289	-0.029186	-0.00215808	-0.00215808	-0.00215808	
0.608	2.40877	-0.0270279	-0.0024358	-0.0024358	-0.0024358	
0.609	2.67913	-0.0245921	-0.00270373	-0.00270373	-0.00270373	
0.61	2.93893	-0.0218884	-0.00296081	-0.00296081	-0.00296081	
0.611	3.18712	-0.0189276	-0.00320605	-0.00320605	-0.00320605	
0.612	3.42274	-0.0157215	-0.00343846	-0.00343846	-0.00343846	
0.613	3.64484	-0.0122831	-0.00365713	-0.00365713	-0.00365713	
0.614	3.85257	-0.00862595	-0.00386119	-0.00386119	-0.00386119	
0.615	4.04508	-0.00476476	-0.00404985	-0.00404985	-0.00404985	
0.616	4.22164	-0.000714907	-0.00422235	-0.00422235	-0.00422235	
0.617	4.38153	0.00350745	-0.00437803	-0.00437803	-0.00437803	
0.618	4.52414	0.00788547	-0.00451625	-0.00451625	-0.00451625	
0.619	4.64888	0.0124017	-0.00463648	-0.00463648	-0.00463648	
0.62	4.75528	0.0170382	-0.00473824	-0.00473824	-0.00473824	
0.621	4.84292	0.0217764	-0.00482114	-0.00482114	-0.00482114	
0.622	4.91144	0.0265976	-0.00488484	-0.00488484	-0.00488484	
0.623	4.96057	0.0314824	-0.00492909	-0.00492909	-0.00492909	
0.624	4.99013	0.0364115	-0.00495372	-0.00495372	-0.00495372	
0.625	5	0.0413652	-0.00495863	-0.00495863	-0.00495863	
0.626	4.99013	0.0463239	-0.00494381	-0.00494381	-0.00494381	
0.627	4.96057	0.0512677	-0.00490931	-0.00490931	-0.00490931	
0.628	4.91144	0.056177	-0.00485526	-0.00485526	-0.00485526	
0.629	4.84292	0.0610322	-0.00478188	-0.00478188	-0.00478188	
0.63	4.75528	0.0658141	-0.00468947	-0.00468947	-0.00468947	
0.631	4.64888	0.0705036	-0.00457838	-0.00457838	-0.00457838	
0.632	4.52414	0.075082	-0.00444905	-0.00444905	-0.00444905	
0.633	4.38153	0.079531	-0.004302	-0.004302	-0.004302	
0.634	4.22164	0.083833	-0.00413781	-0.00413781	-0.00413781	
0.635	4.04508	0.0879708	-0.00395711	-0.00395711	-0.00395711	
0.636	3.85257	0.091928	-0.00376064	-0.00376064	-0.00376064	
0.637	3.64484	0.0956886	-0.00354915	-0.00354915	-0.00354915	
0.638	3.42274	0.0992377	-0.0033235	-0.0033235	-0.0033235	
0.639	3.18712	0.102561	-0.00308456	-0.00308456	-0.00308456	
0.64	2.93893	0.105646	-0.00283328	-0.00283328	-0.00283328	
0.641	2.67913	0.108479	-0.00257065	-0.00257065	-0.00257065	
0.642	2.40877	0.11105	-0.00229772	-0.00229772	-0.00229772	
0.643	2.1289	0.113347	-0.00201555	-0.00201555	-0.00201555	
0.644	1.84062	0.115363	-0.00172526	-0.00172526	-0.00172526	
0.645	1.54508	0.117088	-0.001428	-0.001428	-0.001428	
0.646	1.24345	0.118516	-0.00112493	-0.00112493	-0.00112493	
0.647	0.936907	0.119641	-0.000817265	-0.000817265	-0.000817265	
0.648	0.626666	0.120458	-0.000506208	-0.000506208	-0.000506208	
0.649	0.313953	0.120965	-0.000192988	-0.000192988	-0.000192988	
0.65	-1.51912e-13	0.121158	0.000121158	0.000121158	0.000121158	
0.651	-0.313953	0.121037	0.000434989	0.000434989	0.000434989	
0.652	-0.626666	0.120602	0.000747268	0.000747268	0.000747268	
0.653	-0.936907	0.119854	0.00105676	0.00105676	0.00105676	
0.654	-1.24345	0.118797	0.00136225	0.00136225	0.00136225	
0.655	-1.54508	0.117435	0.00166252	0.00166252	0.00166252	
0.656	-1.84062	0.115773	0.0019564	0.0019564	0.0019564	
0.657	-2.1289	0.113816	0.00224271	0.00224271	0.00224271	
0.658	-2.40877	0.111574	0.00252034	0.00252034	0.00252034	
0.659	-2.67913	0.109053	0.00278819	0.00278819	0.00278819	
0.66	-2.93893	0.106265	0.00304519	0.00304519	0.00304519	
0.661	-3.18712	0.10322	0.00329034	0.00329034	0.00329034	
0.662	-3.42274	0.0999295	0.00352267	0.00352267	0.00352267	
0.663	-3.64484	0.0964069	0.00374125	0.00374125	0.00374125	
0.664	-3.85257	0.0926656	0.00394523	0.00394523	0.00394523	
0.665	-4.04508	0.0887204	0.00413381	0.00413381	0.00413381	
0.666	-4.22164	0.0845866	0.00430623	0.00430623	0.00430623	
0.667	-4.38153	0.0802804	0.00446181	0.00446181	0.00446181	
0.668	-4.52414	0.0758186	0.00459995	0.00459995	0.00459995	
0.669	-4.64888	0.0712186	0.0047201	0.0047201	0.0047201	
0.67	-4.75528	0.0664985	0.00482178	0.00482178	0.00482178	
0.671	-4.84292	0.0616767	0.00490459	0.00490459	0.00490459	
0.672	-4.91144	0.0567721	0.00496821	0.00496821	0.00496821	
0.673	-4.96057	0.0518039	0.00501238	0.00501238	0.00501238	
0.674	-4.99013	0.0467915	0.00503693	0.00503693	0.00503693	
0.675	-5	0.0417546	0.00504175	0.00504175	0.00504175	
0.676	-4.99013	0.0367129	0.00502685	0.00502685	0.00502685	
0.677	-4.96057	0.031686	0.00499226	0.00499226	0.00499226	
0.678	-4.91144	0.0266938	0.00493813	0.00493813	0.00493813	
0.679	-4.84292	0.0217556	0.00486467	0.00486467	0.00486467	
0.68	-4.75528	0.016891	0.00477217	0.00477217	0.00477217	
0.681	-4.64888	0.0121188	0.004661	0.004661	0.004661	
0.682	-4.52414	0.00745778	0.00453159	0.00453159	0.00453159	
0.683	-4.38153	0.00292619	0.00438446	0.00438446	0.00438446	
0.684	-4.22164	-0.00145827	0.00422018	0.00422018	0.00422018	
0.685	-4.04508	-0.00567845	0.00403941	0.00403941	0.00403941	
0.686	-3.85257	-0.00971786	0.00384285	0.00384285	0.00384285	
0.687	-3.64484	-0.0135607	0.00363128	0.00363128	0.00363128	
0.688	-3.42274	-0.017192	0.00340554	0.00340554	0.00340554	
0.689	-3.18712	-0.0205975	0.00316652	0.00316652	0.00316652	
0.69	-2.93893	-0.0237641	0.00291516	0.00291516	0.00291516	
0.691	-2.67913	-0.0266792	0.00265245	0.00265245	0.00265245	
0.692	-2.40877	-0.0293317	0.00237944	0.00237944	0.00237944	
0.693	-2.1289	-0.0317111	0.00209719	0.00209719	0.00209719	
0.694	-1.84062	-0.0338083	0.00180681	0.00180681	0.00180681	
0.695	-1.54508	-0.0356151	0.00150947	0.00150947	0.00150947	
0.696	-1.24345	-0.0371246	0.00120632	0.00120632	0.00120632	
0.697	-0.936907	-0.0383309	0.000898576	0.000898576	0.000898576	
0.698	-0.626666	-0.0392295	0.000587437	0.000587437	0.000587437	
0.699	-0.313953	-0.0398169	0.000274136	0.000274136	0.000274136	
0.7	1.69063e-13	-0.0400911	-4.00911e-05	-4.00911e-05	-4.00911e-05	
0.701	0.313953	-0.040051	-0.000354004	-0.000354004	-0.000354004	
0.702	0.626666	-0.039697	-0.000666363	-0.000666363	-0.000666363	
0.703	0.936907	-0.0390306	-0.000975937	-0.000975937	-0.000975937	
0.704	1.24345	-0.0380547	-0.0012815	-0.0012815	-0.0012815	
0.705	1.54508	-0.0367732	-0.00158186	-0.00158186	-0.00158186	
0.706	1.84062	-0.0351913	-0.00187581	-0.00187581	-0.00187581	
0.707	2.1289	-0.0333155	-0.00216221	-0.00216221	-0.00216221	
0.708	2.40877	-0.0311533	-0.00243992	-0.00243992	-0.00243992	
0.709	2.67913	-0.0287133	-0.00270785	-0.00270785	-0.00270785	
0.71	2.93893	-0.0260055	-0.00296493	-0.00296493	-0.00296493	
0.711	3.18712	-0.0230406	-0.00321016	-0.00321016	-0.00321016	
0.712	3.42274	-0.0198304	-0.00344257	-0.00344257	-0.00344257	
0.713	3.64484	-0.0163878	-0.00366123	-0.00366123	-0.00366123	
0.714	3.85257	-0.0127266	-0.00386529	-0.00386529	-0.00386529	
0.715	4.04508	-0.00886132	-0.00405395	-0.00405395	-0.00405395	
0.716	4.22164	-0.00480737	-0.00422645	-0.00422645	-0.00422645	
0.717	4.38153	-0.000580927	-0.00438211	-0.00438211	-0.00438211	
0.718	4.52414	0.00380119	-0.00452033	-0.00452033	-0.00452033	
0.719	4.64888	0.00832152	-0.00464056	-0.00464056	-0.00464056	
0.72	4.75528	0.0129621	-0.00474232	-0.00474232	-0.00474232	
0.721	4.84292	0.0177044	-0.00482521	-0.00482521	-0.00482521	
0.722	4.91144	0.0225296	-0.00488891	-0.00488891	-0.00488891	
0.723	4.96057	0.0274185	-0.00493315	-0.00493315	-0.00493315	
0.724	4.99013	0.0323517	-0.00495778	-0.00495778	-0.00495778	
0.725	5	0.0373095	-0.00496269	-0.00496269	-0.00496269	
0.726	4.99013	0.0422721	-0.00494786	-0.00494786	-0.00494786	
0.727	4.96057	0.04722	-0.00491335	-0.00491335	-0.00491335	
0.728	4.91144	0.0521334	-0.0048593	-0.0048593	-0.0048593	
0.729	4.84292	0.0569927	-0.00478592	-0.00478592	-0.00478592	
0.73	4.75528	0.0617786	-0.0046935	-0.0046935	-0.0046935	
0.731	4.64888	0.0664721	-0.00458241	-0.00458241	-0.00458241	
0.732	4.52414	0.0710545	-0.00445308	-0.00445308	-0.00445308	
0.733	4.38153	0.0755076	-0.00430603	-0.00430603	-0.00430603	
0.734	4.22164	0.0798136	-0.00414183	-0.00414183	-0.00414183	
0.735	4.04508	0.0839554	-0.00396113	-0.00396113	-0.00396113	
0.736	3.85257	0.0879166	-0.00376465	-0.00376465	-0.00376465	
0.737	3.64484	0.0916812	-0.00355316	-0.00355316	-0.00355316	
0.738	3.42274	0.0952344	-0.0033275	-0.0033275	-0.0033275	
0.739	3.18712	0.0985619	-0.00308856	-0.00308856	-0.00308856	
0.74	2.93893	0.10165	-0.00283728	-0.00283728	-0.00283728	
0.741	2.67913	0.104488	-0.00257465	-0.00257465	-0.00257465	
0.742	2.40877	0.107062	-0.00230171	-0.00230171	-0.00230171	
0.743	2.1289	0.109364	-0.00201953	-0.00201953	-0.00201953	
0.744	1.84062	0.111384	-0.00172924	-0.00172924	-0.00172924	
0.745	1.54508	0.113113	-0.00143197	-0.00143197	-0.00143197	
0.746	1.24345	0.114545	-0.0011289	-0.0011289	-0.0011289	
0.747	0.936907	0.115674	-0.000821233	-0.000821233	-0.000821233	
0.748	0.626666	0.116495	-0.000510171	-0.000510171	-0.000510171	
0.749	0.313953	0.117005	-0.000196947	-0.000196947	-0.000196947	
